x,y,BG,FC,FD,FH,GC,GD,GHc,SC,SD,SH,TC,GR,NC,GCp,GCa,GDp,GDa,FHs,FHf,TCa,FCs,GCv,GCb,HSC,StrD,TotalC
 1.000000e+00, 1.000000e+00, 4.631658e-01, 0.000000e+00, 1.165190e+01, 4.224921e+01, 2.716616e-01, 4.314041e+00, 1.000000e-01, 1.000000e+00, 1.000000e+00, 1.290767e+00, 0.000000e+00, 5.000000e+01, 1.300000e+03, 7.770849e-01, 1.000000e+00, 1.000000e+01, 3.403943e+00, 2.140857e+01,2.652495e-315, 1.185452e-02, 1.000000e+00, 7.192772e+00, 1.000000e+00, 0.000000e+00, 3.000000e+00, 1.679726e+00
 1.000000e+00, 1.000000e+01, 4.993547e-01, 8.630240e-01, 5.730849e+00, 1.157398e+02, 1.000000e+00, 3.380588e+00, 1.635235e-01, 8.440756e-01, 3.389581e+00, 6.644921e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 5.275941e-01, 3.419777e-01, 1.000000e+01, 5.924712e+00, 5.716656e-01, 0.000000e+00, 2.153028e-01, 1.488942e-01, 0.000000e+00, 0.000000e+00, 1.000000e+00, 4.000000e+00, 5.304324e-01
 1.000000e+00, 1.000000e+02, 8.888052e-01, 0.000000e+00, 4.590809e+00, 2.000000e+02, 3.822321e-01, 1.000000e+00, 1.000000e-01, 3.135832e-01, 1.221715e+01, 8.532659e+00, 0.000000e+00, 0.000000e+00, 1.300000e+03, 0.000000e+00, 8.891049e-01, 1.000000e+00, 1.000000e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 6.911944e-01, 9.955935e+00, 2.851191e-01, 2.150463e-02, 3.000000e+00, 1.053768e+00
 1.000000e+00, 1.100000e+01, 5.010370e-01, 1.000000e+00, 4.056841e+00, 1.169268e+02, 9.361309e-01, 3.614629e+00, 8.095847e-01, 6.237538e-01, 4.771997e+00, 7.237939e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 6.212152e-01, 9.355400e-02, 1.000000e+01, 5.494257e+00, 4.712361e-01, 0.000000e+00, 2.271877e-01, 1.308588e-01, 0.000000e+00, 0.000000e+00, 1.000000e+00, 4.000000e+00, 4.411784e-01
 1.000000e+00, 1.200000e+01, 4.913636e-01, 1.000000e+00, 2.255568e+00, 1.170205e+02, 8.568764e-01, 3.870043e+00, 1.191929e+00, 4.282238e-01, 5.915158e+00, 7.674207e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 6.504007e-01, 0.000000e+00, 1.000000e+01, 5.057085e+00, 2.809979e-01, 0.000000e+00, 2.407201e-01, 9.878666e-02, 0.000000e+00, 0.000000e+00, 1.000000e+00, 4.000000e+00, 3.497308e-01
 1.000000e+00, 1.300000e+01, 4.879171e-01, 1.000000e+00, 1.000000e+00, 1.153947e+02, 8.061815e-01, 3.951069e+00, 1.583966e+00, 2.582517e-01, 6.868975e+00, 7.929869e+00, 0.000000e+00, 1.335935e+00, 0.000000e+00, 6.789199e-01, 0.000000e+00, 1.000000e+01, 4.619528e+00, 3.620256e-03, 0.000000e+00, 2.558439e-01, 5.128657e-02, 0.000000e+00, 0.000000e+00, 1.000000e+00, 4.000000e+00, 2.634374e-01
 1.000000e+00, 1.400000e+01, 4.899961e-01, 1.000000e+00, 1.000000e+00, 1.122757e+02, 7.467686e-01, 3.677084e+00, 9.441723e-01, 1.118829e-01, 7.662820e+00, 7.990654e+00, 0.000000e+00, 1.814857e+01, 0.000000e+00, 7.186221e-01, 1.413250e-01, 1.000000e+01, 4.193357e+00, 0.000000e+00, 0.000000e+00, 2.715261e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+00, 4.000000e+00, 1.668838e-01
 1.000000e+00, 1.500000e+01, 4.951849e-01, 1.000000e+00, 1.000000e+00, 1.080501e+02, 6.711299e-01, 2.933045e+00, 6.788807e-01, 0.000000e+00, 8.309790e+00, 7.851211e+00, 0.000000e+00, 3.159206e+01, 1.655760e+02, 7.714258e-01, 4.563278e-01, 1.000000e+01, 3.794222e+00, 0.000000e+00, 0.000000e+00, 2.860000e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+00, 3.000000e+00, 0.000000e+00
 1.000000e+00, 1.600000e+01, 4.998677e-01, 1.000000e+00, 1.000000e+00, 1.030888e+02, 5.736867e-01, 1.665005e+00, 2.675175e-01, 0.000000e+00, 8.810973e+00, 7.514450e+00, 3.125562e-02, 3.897556e+01, 3.218685e+02, 8.357712e-01, 8.600831e-01, 1.000000e+01, 3.440085e+00, 3.921457e-01, 0.000000e+00, 2.970085e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+00, 3.000000e+00, 0.000000e+00
 1.000000e+00, 1.700000e+01, 4.997421e-01, 1.000000e+00, 1.000000e+00, 9.791575e+01, 4.572337e-01, 1.000000e+00, 1.000000e-01, 0.000000e+00, 9.159711e+00, 6.990889e+00, 5.927443e-02, 3.853374e+01, 4.599232e+02, 9.074680e-01, 1.000000e+00, 1.000000e+01, 3.149657e+00, 1.742185e+00, 0.000000e+00, 3.020485e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 8.281764e-01, 3.000000e+00, 0.000000e+00
