HSIbyAuth,Dan_Cohan,Sally_Gall,Goodwin_MX,Goodwin_AZ,Roy_Tomlinson,Dave_Ellis,Literature_AZ,Literature_MX
6.307160e-01,2.291574e-01,2.162280e-01,1.755688e-01,6.794942e-01,6.203390e-02,1.374708e-02,2.158741e-01,1.579317e-01
6.628517e-01,2.835586e-01,2.365102e-01,1.755688e-01,6.544706e-01,7.259813e-02,2.415646e-02,2.798084e-01,2.218223e-01
6.856357e-01,3.273589e-01,2.357279e-01,1.759908e-01,6.890033e-01,7.333763e-02,3.612097e-02,3.222231e-01,2.642396e-01
6.783905e-01,3.859198e-01,2.455077e-01,1.814906e-01,6.856536e-01,6.312212e-02,4.265865e-02,3.640081e-01,3.059862e-01
6.718522e-01,4.065971e-01,2.476288e-01,2.021152e-01,7.744376e-01,4.094189e-02,4.427454e-02,3.892212e-01,3.312015e-01
6.682404e-01,3.773667e-01,2.419293e-01,2.398517e-01,8.544652e-01,3.212013e-02,5.249489e-02,3.758220e-01,3.178507e-01
6.595908e-01,2.866793e-01,2.125581e-01,2.856660e-01,8.184312e-01,2.801429e-02,7.075493e-02,3.403292e-01,2.824558e-01
6.424622e-01,2.211954e-01,1.819799e-01,3.303451e-01,6.895117e-01,2.358302e-02,9.542077e-02,3.359091e-01,2.781466e-01
6.213153e-01,1.844178e-01,1.599701e-01,3.688364e-01,5.585762e-01,2.304893e-02,1.187348e-01,3.977068e-01,3.400132e-01
6.116504e-01,1.077201e-01,1.178999e-01,3.998424e-01,4.958596e-01,2.330355e-02,1.356539e-01,3.993202e-01,3.416525e-01
6.350552e-01,1.691084e-01,1.446063e-01,4.246986e-01,5.100341e-01,2.396642e-02,1.436528e-01,4.041741e-01,3.464914e-01
6.561672e-01,1.850712e-01,1.551769e-01,4.456811e-01,5.901398e-01,2.448245e-02,1.423033e-01,3.697987e-01,3.120669e-01
6.761097e-01,2.306723e-01,1.704591e-01,4.636659e-01,6.523333e-01,2.462813e-02,1.328285e-01,3.540514e-01,2.962768e-01
6.891132e-01,3.184989e-01,1.807442e-01,4.540152e-01,6.788175e-01,2.420727e-02,1.185046e-01,3.299175e-01,2.721398e-01
6.942855e-01,3.245565e-01,1.580657e-01,3.889265e-01,6.627050e-01,2.285637e-02,1.049383e-01,3.072869e-01,2.495336e-01
6.923470e-01,2.889410e-01,1.421242e-01,2.877516e-01,6.010565e-01,2.053470e-02,9.742048e-02,3.845373e-01,3.268156e-01
6.810903e-01,2.465837e-01,1.457544e-01,2.236485e-01,4.864699e-01,1.735930e-02,9.314131e-02,4.537327e-01,3.960564e-01
6.542314e-01,1.944068e-01,1.605176e-01,2.221140e-01,3.937800e-01,1.403266e-02,8.330148e-02,4.019460e-01,3.443296e-01
5.832083e-01,1.412775e-01,1.587813e-01,2.224161e-01,3.595893e-01,1.183227e-02,6.536915e-02,2.945340e-01,2.369871e-01
5.344791e-01,9.673618e-02,1.299484e-01,3.025511e-01,2.877823e-01,1.070569e-02,4.213753e-02,4.030813e-01,3.455478e-01
4.110718e-01,5.964933e-02,6.811053e-02,3.157478e-01,2.048920e-01,1.010045e-02,1.967979e-02,4.126312e-01,3.554527e-01
3.959518e-01,8.503850e-02,7.927344e-02,2.421402e-01,1.696975e-01,1.010407e-02,5.682179e-03,3.930605e-01,3.355424e-01
3.608132e-01,1.044053e-01,9.830491e-02,1.759783e-01,1.615319e-01,1.031220e-02,1.887272e-03,2.527207e-01,1.952122e-01
2.913626e-01,9.875630e-02,9.336750e-02,1.476875e-01,1.590560e-01,1.043056e-02,6.898557e-04,2.432545e-01,1.857565e-01
1.701726e-01,7.888705e-02,7.888705e-02,1.394962e-01,1.566000e-01,1.055374e-02,3.907119e-04,2.424121e-01,1.849216e-01
1.701726e-01,1.981390e-02,1.981390e-02,1.370111e-01,1.552573e-01,1.079076e-02,3.906640e-04,2.427360e-01,1.852455e-01
2.429222e-01,9.036629e-02,1.083478e-01,1.453266e-01,1.564530e-01,1.114994e-02,7.640988e-04,2.468454e-01,1.893200e-01
2.710238e-01,1.181108e-01,1.510950e-01,1.731936e-01,1.703323e-01,1.166713e-02,1.413322e-03,2.627842e-01,2.052187e-01
2.851217e-01,1.497822e-01,1.905469e-01,1.973341e-01,1.976859e-01,1.240641e-02,2.573685e-03,2.937056e-01,2.361086e-01
2.936129e-01,1.755502e-01,2.196265e-01,2.285165e-01,2.302103e-01,1.332353e-02,4.641548e-03,3.316780e-01,2.740551e-01
3.782737e-01,1.447197e-01,1.680312e-01,2.841909e-01,2.653096e-01,1.421406e-02,8.267389e-03,3.875755e-01,3.299284e-01
4.382197e-01,1.992253e-01,2.253865e-01,4.278995e-01,3.204158e-01,1.473877e-02,1.404439e-02,4.764350e-01,4.820591e-01
4.751183e-01,2.290897e-01,2.705123e-01,5.334575e-01,4.057422e-01,1.387585e-02,2.442187e-02,4.684839e-01,4.596216e-01
5.033532e-01,2.467620e-01,2.799461e-01,5.482865e-01,4.304836e-01,1.273785e-02,3.894859e-02,4.521033e-01,4.065366e-01
5.193556e-01,2.563356e-01,2.684407e-01,5.475555e-01,4.288567e-01,1.144767e-02,6.890621e-02,4.324582e-01,3.746565e-01
5.299254e-01,2.333545e-01,2.276950e-01,5.488372e-01,4.285748e-01,1.063388e-02,2.066110e-02,4.302921e-01,3.724302e-01
5.341718e-01,1.300349e-01,1.300349e-01,5.490392e-01,4.275945e-01,1.042486e-02,6.832006e-03,4.331442e-01,3.752191e-01
5.342268e-01,1.386779e-01,1.386779e-01,5.492088e-01,3.993994e-01,1.035776e-02,2.053928e-03,4.365732e-01,3.785895e-01
5.309418e-01,1.473779e-01,1.375372e-01,5.492938e-01,4.224088e-01,1.026434e-02,2.046553e-03,4.301643e-01,3.722251e-01
4.765075e-01,4.151458e-02,4.434581e-02,5.494688e-01,4.248712e-01,9.996787e-03,3.477476e-03,3.802642e-01,3.224564e-01
5.150992e-01,8.267388e-03,9.316232e-03,5.371716e-01,4.216573e-01,9.363803e-03,7.284173e-03,3.427904e-01,2.850095e-01
5.529544e-01,2.640449e-03,2.685829e-03,5.499926e-01,4.169126e-01,8.664492e-03,1.388307e-02,3.276774e-01,2.698181e-01
5.606355e-01,4.251864e-03,4.049358e-03,5.493939e-01,4.448175e-01,8.248183e-03,1.937251e-02,3.536844e-01,2.957459e-01
5.649710e-01,1.800976e-01,1.654747e-01,5.476264e-01,4.838190e-01,8.108925e-03,2.307195e-02,4.245295e-01,3.665128e-01
6.550098e-01,1.868168e-01,1.997422e-01,5.302898e-01,5.147488e-01,8.070455e-03,3.320935e-02,4.803187e-01,4.359484e-01
6.498108e-01,1.812656e-01,1.843797e-01,5.002427e-01,4.914603e-01,8.050831e-03,4.194679e-02,4.615643e-01,4.033942e-01
6.422604e-01,1.687074e-01,1.687542e-01,4.709553e-01,4.214316e-01,8.033921e-03,5.053837e-02,4.333355e-01,3.750951e-01
2.089992e-01,6.280377e-02,6.712480e-02,1.583103e-01,2.411830e-01,2.792965e-02,1.692700e-01,1.233584e-01,6.532952e-02
3.337373e-01,8.935621e-02,8.134822e-02,1.783810e-01,3.481388e-01,2.822343e-02,2.039290e-01,2.241354e-01,1.661343e-01
4.509375e-01,1.687084e-01,1.595130e-01,3.912542e-01,4.207222e-01,2.839839e-02,2.285856e-01,2.714275e-01,2.134288e-01
5.094248e-01,2.630496e-01,2.466628e-01,5.091143e-01,5.000686e-01,2.849280e-02,2.448780e-01,3.598831e-01,3.831926e-01
4.823213e-01,2.261084e-01,2.105241e-01,5.152419e-01,5.000686e-01,2.854660e-02,2.548374e-01,4.504695e-01,4.159523e-01
4.247550e-01,2.295964e-01,2.295583e-01,4.604919e-01,4.462902e-01,2.857833e-02,2.601415e-01,3.490821e-01,2.910376e-01
4.562821e-01,1.984586e-01,1.984230e-01,3.677341e-01,4.763773e-01,2.859466e-02,2.619902e-01,4.120594e-01,3.540136e-01
4.913594e-01,2.371184e-01,2.401599e-01,3.842798e-01,3.552254e-01,2.860500e-02,2.611905e-01,3.620626e-01,3.040157e-01
5.124037e-01,2.086387e-01,2.107589e-01,4.465868e-01,2.265073e-01,2.862536e-02,2.725916e-01,3.341246e-01,2.760693e-01
3.911433e-01,1.751363e-01,1.775024e-01,4.788692e-01,2.236808e-01,2.867294e-02,2.658939e-01,3.292562e-01,2.711847e-01
3.897975e-01,1.523136e-01,1.510060e-01,4.834755e-01,2.236742e-01,2.873784e-02,2.634348e-01,3.256497e-01,2.675596e-01
3.899209e-01,1.278189e-01,1.242979e-01,4.645010e-01,2.237055e-01,2.879884e-02,2.576634e-01,3.257891e-01,2.676855e-01
3.919168e-01,1.057568e-01,1.018520e-01,4.249784e-01,2.238172e-01,2.884136e-02,2.577749e-01,3.310188e-01,2.729137e-01
3.961588e-01,8.662360e-02,8.378592e-02,3.702288e-01,2.241891e-01,2.887866e-02,2.446360e-01,3.413280e-01,2.832394e-01
5.253710e-01,7.066180e-02,6.979338e-02,3.101143e-01,2.358780e-01,2.893117e-02,2.229651e-01,3.510185e-01,2.929643e-01
5.425003e-01,5.915611e-02,6.050191e-02,2.572212e-01,3.349514e-01,2.901056e-02,1.976106e-01,3.593126e-01,3.013019e-01
5.487610e-01,9.477110e-02,1.000509e-01,2.289700e-01,4.475727e-01,2.478938e-02,1.699309e-01,3.648083e-01,3.068517e-01
5.346240e-01,1.274033e-01,1.507743e-01,2.351914e-01,4.979905e-01,1.945616e-02,1.411524e-01,3.209794e-01,2.630787e-01
5.204975e-01,1.471592e-01,1.914281e-01,2.508663e-01,4.975681e-01,1.335306e-02,1.164889e-01,2.521598e-01,1.943113e-01
5.050980e-01,1.630716e-01,2.358203e-01,2.550432e-01,5.077961e-01,1.062545e-02,1.011029e-01,2.124578e-01,1.546533e-01
4.944553e-01,1.945584e-01,2.820733e-01,2.157184e-01,4.418979e-01,1.074342e-02,9.654075e-02,2.067651e-01,1.489899e-01
6.176906e-01,1.861739e-01,2.317354e-01,2.061937e-01,4.146611e-01,1.164431e-02,1.024188e-01,1.932819e-01,1.355149e-01
6.438370e-01,1.792756e-01,2.065227e-01,2.379493e-01,4.341034e-01,1.358491e-02,1.174478e-01,1.649201e-01,1.071616e-01
6.512578e-01,1.800542e-01,2.114615e-01,2.963958e-01,4.891515e-01,1.649977e-02,1.391270e-01,1.824891e-01,1.247472e-01
5.535781e-01,1.657928e-01,2.148702e-01,3.633384e-01,4.914990e-01,1.988749e-02,1.634946e-01,3.248205e-01,2.670961e-01
5.490476e-01,1.402668e-01,2.047372e-01,3.743537e-01,4.626126e-01,2.270324e-02,1.860576e-01,3.817044e-01,3.240012e-01
6.318447e-01,1.116347e-01,1.762550e-01,3.679701e-01,4.336306e-01,2.571959e-02,2.032570e-01,4.034461e-01,3.457787e-01
6.301491e-01,6.447185e-02,1.038207e-01,4.219588e-01,4.228192e-01,2.954400e-02,2.131038e-01,3.884512e-01,3.308183e-01
6.264210e-01,9.616811e-02,1.571833e-01,5.261445e-01,5.246386e-01,3.380442e-02,2.147854e-01,3.919362e-01,3.343232e-01
6.387916e-01,1.577602e-01,2.511114e-01,3.988340e-01,6.288302e-01,3.744214e-02,2.082021e-01,4.457891e-01,3.881695e-01
6.704555e-01,2.081664e-01,2.922625e-01,3.814719e-01,5.745851e-01,4.126426e-02,1.943778e-01,5.147439e-01,4.663971e-01
6.944643e-01,2.521588e-01,2.965343e-01,4.321677e-01,6.124198e-01,4.523483e-02,1.767035e-01,4.964587e-01,4.387402e-01
6.917944e-01,2.466566e-01,2.402444e-01,3.981928e-01,5.478324e-01,4.751080e-02,1.438267e-01,5.298088e-01,4.818290e-01
6.898320e-01,2.777733e-01,2.126437e-01,3.998061e-01,5.105338e-01,4.763447e-02,8.011000e-02,5.346925e-01,4.898144e-01
6.965678e-01,2.732557e-01,2.051521e-01,4.732620e-01,5.598023e-01,4.616413e-02,2.782639e-02,4.930072e-01,4.352694e-01
6.814692e-01,3.730505e-01,2.423326e-01,5.492013e-01,4.981372e-01,4.222949e-02,9.737035e-03,4.724324e-01,4.145952e-01
6.501427e-01,4.463059e-01,2.584249e-01,5.467297e-01,4.206469e-01,3.821563e-02,5.686862e-03,5.259085e-01,4.679357e-01
6.258301e-01,4.672686e-01,2.723983e-01,4.896505e-01,3.002570e-01,3.744305e-02,3.690935e-03,5.062966e-01,4.481708e-01
5.992982e-01,3.991892e-01,2.050458e-01,3.954047e-01,2.290548e-01,3.981381e-02,2.526640e-03,4.332937e-01,3.750200e-01
5.501426e-01,3.158923e-01,1.420396e-01,3.386645e-01,1.915808e-01,4.326218e-02,1.832641e-03,4.058946e-01,3.475003e-01
5.313860e-01,2.316635e-01,9.283129e-02,3.201995e-01,1.797492e-01,4.568972e-02,1.461359e-03,3.948943e-01,3.364264e-01
4.981297e-01,1.847786e-01,6.452228e-02,3.262683e-01,1.828110e-01,4.684210e-02,1.323824e-03,3.788265e-01,3.203460e-01
4.630278e-01,1.608670e-01,5.399994e-02,3.377094e-01,1.901158e-01,4.763739e-02,1.373188e-03,3.551912e-01,2.967676e-01
5.534027e-01,1.447554e-01,5.585137e-02,3.687388e-01,2.058043e-01,4.802499e-02,1.603013e-03,3.371314e-01,2.788380e-01
5.942086e-01,1.331145e-01,6.809942e-02,4.696294e-01,2.714305e-01,4.824060e-02,2.043073e-03,3.764982e-01,3.184012e-01
6.077957e-01,1.124027e-01,7.617230e-02,5.092612e-01,4.877059e-01,4.848375e-02,2.748001e-03,3.999775e-01,3.421209e-01
5.788354e-01,7.592230e-02,7.105611e-02,3.262306e-01,3.380722e-01,4.877784e-02,3.778601e-03,2.911630e-01,2.335199e-01
4.779052e-01,5.489271e-02,5.494544e-02,2.227289e-01,3.467107e-01,4.906873e-02,5.176060e-03,1.232949e-01,6.576384e-02
5.376726e-01,4.638843e-02,5.483755e-02,1.940189e-01,4.344499e-01,4.928393e-02,7.161845e-03,1.513679e-01,9.382620e-02
5.608432e-01,4.115350e-02,5.383257e-02,1.715077e-01,5.032879e-01,4.929212e-02,9.643776e-03,1.815659e-01,1.240157e-01
6.264969e-01,4.179195e-02,7.402236e-02,1.738133e-01,5.412794e-01,4.905406e-02,1.336989e-02,2.406192e-01,1.830177e-01
6.570153e-01,8.433925e-02,1.311576e-01,2.065105e-01,6.606766e-01,5.054254e-02,1.835308e-02,2.978621e-01,2.401448e-01
6.618510e-01,1.580350e-01,1.874893e-01,2.098724e-01,8.024372e-01,6.069644e-02,2.423057e-02,2.687021e-01,2.108733e-01
6.708248e-01,2.238188e-01,2.275759e-01,2.278126e-01,8.150877e-01,8.435133e-02,3.496081e-02,3.415114e-01,2.835988e-01
6.922283e-01,2.770079e-01,2.579969e-01,2.671622e-01,7.939112e-01,1.092198e-01,5.026972e-02,3.936486e-01,3.356945e-01
7.059161e-01,3.176035e-01,2.610338e-01,3.298862e-01,7.887052e-01,1.126951e-01,6.287273e-02,3.910078e-01,3.330564e-01
7.041756e-01,3.594035e-01,2.550329e-01,3.958670e-01,7.618557e-01,9.671537e-02,6.990471e-02,3.797639e-01,3.218060e-01
6.945686e-01,4.107735e-01,2.727793e-01,4.498867e-01,6.962846e-01,5.817876e-02,7.498251e-02,4.086420e-01,3.506214e-01
6.811592e-01,3.880235e-01,2.702291e-01,4.890324e-01,7.733519e-01,4.350669e-02,8.530853e-02,4.808096e-01,4.228346e-01
6.631683e-01,3.639539e-01,2.938785e-01,5.147727e-01,7.067462e-01,4.160668e-02,1.024554e-01,5.134912e-01,4.557293e-01
6.426427e-01,3.175845e-01,2.953691e-01,5.301915e-01,6.490794e-01,3.473303e-02,1.229470e-01,5.111199e-01,4.659728e-01
6.206688e-01,2.501247e-01,2.588723e-01,5.383763e-01,6.062452e-01,3.330288e-02,1.407194e-01,5.320329e-01,5.191378e-01
6.115694e-01,2.297295e-01,2.398934e-01,5.420608e-01,5.807526e-01,3.308695e-02,1.515585e-01,5.334402e-01,5.197986e-01
6.352179e-01,2.140071e-01,2.220938e-01,5.436279e-01,5.728945e-01,3.377748e-02,1.534082e-01,5.296716e-01,5.162004e-01
6.596067e-01,1.900083e-01,2.186718e-01,5.447272e-01,5.816560e-01,3.465555e-02,1.460441e-01,5.079565e-01,4.544703e-01
6.815483e-01,2.157933e-01,2.355433e-01,5.456681e-01,6.048259e-01,3.497973e-02,1.310618e-01,4.634007e-01,4.056014e-01
6.957473e-01,3.045123e-01,2.496145e-01,5.375046e-01,6.551724e-01,3.396454e-02,1.126107e-01,4.556666e-01,3.978432e-01
7.028754e-01,3.076723e-01,2.081327e-01,4.796588e-01,7.391715e-01,3.103126e-02,9.769839e-02,3.902692e-01,3.324704e-01
7.045854e-01,2.514654e-01,1.514934e-01,3.456962e-01,8.152313e-01,2.644374e-02,9.201274e-02,3.178006e-01,2.600322e-01
7.007270e-01,1.921067e-01,1.135707e-01,2.335878e-01,7.290266e-01,2.097484e-02,9.110147e-02,4.104784e-01,3.527521e-01
6.861511e-01,1.312417e-01,8.049642e-02,2.066704e-01,5.759844e-01,1.595717e-02,8.725169e-02,4.559739e-01,3.983014e-01
6.600130e-01,5.626504e-02,4.857324e-02,2.564036e-01,4.555645e-01,1.280792e-02,7.686307e-02,3.871683e-01,3.295560e-01
6.090038e-01,1.478198e-02,2.315440e-02,4.254509e-01,3.484008e-01,1.134843e-02,5.859926e-02,2.906772e-01,2.331234e-01
5.463313e-01,4.325518e-02,4.325518e-02,3.997048e-01,2.342930e-01,1.064148e-02,3.455323e-02,4.122232e-01,3.568927e-01
5.306832e-01,7.344479e-02,7.344479e-02,2.883903e-01,1.768492e-01,1.062390e-02,1.316241e-02,4.112931e-01,3.551911e-01
5.015643e-01,8.066700e-02,8.066700e-02,2.043406e-01,1.621282e-01,1.082967e-02,2.632938e-03,2.964475e-01,2.389379e-01
4.697281e-01,7.460621e-02,7.671340e-02,1.628349e-01,1.606675e-01,1.094376e-02,3.650626e-04,2.451930e-01,1.876905e-01
3.030154e-01,7.398916e-02,9.718141e-02,1.697982e-01,1.646384e-01,1.104150e-02,1.265447e-04,2.506009e-01,1.930525e-01
2.987205e-01,9.244052e-02,1.261490e-01,1.885907e-01,2.019425e-01,1.120396e-02,1.354277e-04,2.986178e-01,2.410158e-01
2.996281e-01,1.272543e-01,1.641225e-01,1.888670e-01,2.610629e-01,1.144843e-02,2.769929e-04,3.610944e-01,3.034476e-01
3.058661e-01,1.638554e-01,2.004530e-01,1.962953e-01,3.124094e-01,1.186780e-02,5.793920e-04,3.734728e-01,3.157919e-01
3.089624e-01,1.952332e-01,1.990741e-01,2.157464e-01,3.204704e-01,1.254522e-02,1.184066e-03,3.533466e-01,2.956412e-01
4.213022e-01,2.076107e-01,2.076107e-01,2.541506e-01,3.226646e-01,1.342282e-02,2.362518e-03,3.371982e-01,2.794749e-01
4.421876e-01,1.840685e-01,1.767660e-01,3.120872e-01,3.235949e-01,1.428766e-02,4.557649e-03,3.630863e-01,3.053477e-01
4.668474e-01,2.380050e-01,2.069573e-01,3.790021e-01,3.314345e-01,1.479544e-02,8.333971e-03,4.300160e-01,3.722598e-01
4.884461e-01,2.643263e-01,2.115714e-01,4.867127e-01,3.523724e-01,1.392146e-02,1.674038e-02,4.387601e-01,3.809800e-01
5.055288e-01,2.578338e-01,1.997348e-01,5.429740e-01,4.460524e-01,1.277662e-02,3.705279e-02,4.337680e-01,3.759540e-01
5.156786e-01,2.499588e-01,1.953629e-01,5.357104e-01,4.595857e-01,1.148246e-02,3.087953e-02,4.395507e-01,3.816916e-01
5.225679e-01,2.088247e-01,1.747820e-01,5.364428e-01,4.585349e-01,1.066617e-02,1.746914e-02,4.490257e-01,3.911114e-01
5.250397e-01,9.502733e-02,9.502733e-02,5.371137e-01,4.513432e-01,1.045466e-02,5.792291e-03,4.591395e-01,4.011667e-01
5.366021e-01,1.030964e-01,1.030964e-01,5.377533e-01,4.563780e-01,1.038377e-02,1.503874e-03,4.698813e-01,4.119495e-01
5.286619e-01,8.296740e-02,8.952025e-02,5.392827e-01,4.536991e-01,1.028723e-02,1.363327e-03,4.743890e-01,4.165901e-01
