x,y,BG,FC,FD,FH,GC,GD,GHc,SC,SD,SH,TC,GR,NC,GCp,GCa,GDp,GDa,FHs,FHf,TCa,FCs,GCv,GCb,HSC,StrD,TotalC
1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,8.842313e-01,1.000000e+00,9.604789e-01,0.000000e+00,4.113717e-01,0.000000e+00,1.000000e+00,9.496825e-01,1.000000e+00,1.599503e-01,0.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,7.841488e-01,1.000000e+00,1.507818e-01,5.713083e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
1.000000e+00,1.000000e+01,1.000000e+00,1.000000e+00,0.000000e+00,4.410421e-01,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,2.108938e-01,1.000000e+00,0.000000e+00,1.278035e-01,1.000000e+00,0.000000e+00,0.000000e+00,1.313837e-01,2.177890e-01,4.089189e-02,2.406107e-01,1.000000e+00,0.000000e+00,4.144703e-01,1.000000e+00,0.000000e+00,0.000000e+00
1.000000e+00,1.000000e+02,0.000000e+00,1.104209e-01,2.901699e-01,9.874106e-01,1.000000e+00,0.000000e+00,2.129086e-01,1.000000e+00,4.779301e-01,1.000000e+00,0.000000e+00,0.000000e+00,5.525376e-01,0.000000e+00,3.717958e-01,1.000000e+00,1.000000e+00,1.000000e+00,1.160033e-01,0.000000e+00,0.000000e+00,4.720906e-01,6.953886e-01,0.000000e+00,7.292897e-01,8.499959e-01
1.000000e+00,1.100000e+01,1.000000e+00,1.000000e+00,0.000000e+00,3.831198e-01,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,2.027855e-01,1.000000e+00,0.000000e+00,8.401067e-02,1.000000e+00,0.000000e+00,0.000000e+00,2.253442e-01,1.487222e-01,6.790260e-02,2.625455e-01,9.949261e-01,0.000000e+00,4.470704e-01,1.000000e+00,0.000000e+00,0.000000e+00
1.000000e+00,1.200000e+01,1.000000e+00,1.000000e+00,0.000000e+00,3.432413e-01,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,5.846303e-01,2.578543e-01,1.000000e+00,0.000000e+00,1.682787e-02,1.000000e+00,0.000000e+00,0.000000e+00,3.086205e-01,9.438818e-02,1.033430e-01,2.863476e-01,9.351759e-01,0.000000e+00,4.678021e-01,1.000000e+00,0.000000e+00,0.000000e+00
1.000000e+00,1.300000e+01,1.000000e+00,1.000000e+00,0.000000e+00,3.180089e-01,1.000000e+00,0.000000e+00,1.000000e+00,5.889390e-02,1.936038e-01,3.762233e-01,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,3.826472e-01,5.210631e-02,1.522010e-01,3.118744e-01,8.545215e-01,0.000000e+00,4.852115e-01,1.000000e+00,0.000000e+00,1.707531e-01
1.000000e+00,1.400000e+01,7.864566e-01,1.000000e+00,0.000000e+00,3.055341e-01,1.000000e+00,0.000000e+00,1.000000e+00,1.206377e-01,1.690664e-02,5.347907e-01,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,4.487612e-01,1.914148e-02,2.147243e-01,3.389776e-01,7.571278e-01,0.000000e+00,5.035224e-01,1.000000e+00,0.000000e+00,2.458872e-01
1.000000e+00,1.500000e+01,5.077896e-01,1.000000e+00,0.000000e+00,3.047990e-01,1.000000e+00,0.000000e+00,1.000000e+00,1.773914e-01,0.000000e+00,6.955671e-01,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,5.082180e-01,0.000000e+00,2.890115e-01,3.675022e-01,6.479367e-01,0.000000e+00,5.218283e-01,1.000000e+00,0.000000e+00,2.999773e-01
1.000000e+00,1.600000e+01,1.977518e-01,9.767174e-01,0.000000e+00,3.150182e-01,1.000000e+00,0.000000e+00,1.000000e+00,2.262358e-01,0.000000e+00,8.141203e-01,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,5.622102e-01,0.000000e+00,3.719514e-01,3.972838e-01,5.324137e-01,0.000000e+00,5.394842e-01,1.000000e+00,0.000000e+00,3.407279e-01
1.000000e+00,1.700000e+01,0.000000e+00,7.227997e-01,0.000000e+00,3.349994e-01,1.000000e+00,0.000000e+00,1.000000e+00,2.673372e-01,1.486836e-02,8.480217e-01,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.118838e-01,0.000000e+00,4.595570e-01,4.281470e-01,4.162947e-01,0.000000e+00,5.559511e-01,1.000000e+00,0.000000e+00,3.723634e-01
